Kabupaten/Kota,Tahun,Indeks Kedalaman Kemiskinan
Pesisir Selatan,2021,0.87
Pesisir Selatan,2022,0.71
Pesisir Selatan,2023,0.9
Pesisir Selatan,2024,0.74
Pidie,2018,4.02
Pidie,2019,2.99
Pidie,2020,2.2
Pidie,2021,3.04
Pidie,2022,3.1
Pidie,2023,4.09
Pidie,2024,2.14
Pidie Jaya,2018,2.6
Pidie Jaya,2019,2.85
Pidie Jaya,2020,3.08
Pidie Jaya,2021,3.61
Pidie Jaya,2022,2.66
Pidie Jaya,2023,2.81
Pidie Jaya,2024,3.14
Pinrang,2018,1.16
Pinrang,2019,1.54
Pinrang,2020,1.27
Pinrang,2021,1.77
Pinrang,2022,1.06
Pinrang,2023,1.22
Pinrang,2024,1.37
Pohuwato,2018,3.11
Pohuwato,2019,3.27
Pohuwato,2020,2.64
Pohuwato,2021,2.64
Pohuwato,2022,3.16
Pohuwato,2023,2.69
Pohuwato,2024,2.89
Polewali Mandar,2018,3.08
Polewali Mandar,2019,3.0
Polewali Mandar,2020,2.74
Polewali Mandar,2021,2.52
Polewali Mandar,2022,3.26
Polewali Mandar,2023,2.42
Polewali Mandar,2024,3.09
Ponorogo,2018,1.3
Ponorogo,2019,1.7
Ponorogo,2020,1.44
Ponorogo,2021,1.08
Ponorogo,2022,0.99
Ponorogo,2023,1.12
Ponorogo,2024,1.02
Pontianak,2018,0.86
Pontianak,2019,0.8
Pontianak,2020,0.41
Pontianak,2021,0.52
Pontianak,2022,0.42
Pontianak,2023,0.52
Pontianak,2024,0.49
Poso,2018,2.67
Poso,2019,2.87
Poso,2020,2.53
Poso,2021,2.57
Poso,2022,2.4
Poso,2023,2.58
Poso,2024,1.97
Pringsewu,2018,1.44
Pringsewu,2019,1.13
Pringsewu,2020,1.2
Pringsewu,2021,1.38
Pringsewu,2022,1.07
Pringsewu,2023,0.99
Pringsewu,2024,0.92
Probolinggo,2018,3.42
Probolinggo,2019,3.2
Probolinggo,2020,3.12
Probolinggo,2021,3.26
Probolinggo,2022,2.54
Probolinggo,2023,2.87
Probolinggo,2024,2.63
Pulang Pisau,2018,0.5
Pulang Pisau,2019,0.54
Pulang Pisau,2020,0.73
Pulang Pisau,2021,0.58
Pulang Pisau,2022,0.76
Pulang Pisau,2023,0.53
Pulang Pisau,2024,0.83
Pulau Morotai,2018,0.94
Pulau Morotai,2019,1.5
Pulau Morotai,2020,1.05
Pulau Morotai,2021,0.72
Pulau Morotai,2022,0.74
Pulau Morotai,2023,0.72
Pulau Morotai,2024,0.66
Pulau Taliabu,2018,0.85
Pulau Taliabu,2019,0.82
Pulau Taliabu,2020,0.89
Pulau Taliabu,2021,0.57
Pulau Taliabu,2022,0.83
Pulau Taliabu,2023,0.68
Pulau Taliabu,2024,1.08
Puncak,2018,10.58
Puncak,2019,9.7
Puncak,2020,8.61
Puncak,2021,9.92
Puncak,2022,8.2
Puncak,2023,9.12
Puncak,2024,5.98
Puncak Jaya,2018,13.16
Puncak Jaya,2019,9.49
Puncak Jaya,2020,13.41
Puncak Jaya,2021,12.4
Puncak Jaya,2022,13.9
Puncak Jaya,2023,7.28
Puncak Jaya,2024,9.81
Purbalingga,2018,2.79
Purbalingga,2019,2.24
Purbalingga,2020,2.32
Purbalingga,2021,2.1
Purbalingga,2022,2.08
Purbalingga,2023,2.52
Purbalingga,2024,2.1
Purwakarta,2018,0.87
Purwakarta,2019,1.24
Purwakarta,2020,1.04
Purwakarta,2021,1.31
Purwakarta,2022,1.19
Purwakarta,2023,1.48
Purwakarta,2024,1.37
Purworejo,2018,1.67
Purworejo,2019,0.84
Purworejo,2020,0.98
Purworejo,2021,1.36
Purworejo,2022,1.31
Purworejo,2023,1.78
Purworejo,2024,1.08
Raja Ampat,2018,2.7
Raja Ampat,2019,2.61
Raja Ampat,2020,3.06
Raja Ampat,2021,2.82
Raja Ampat,2022,3.07
Raja Ampat,2023,2.53
Raja Ampat,2024,3.1
Rejang Lebong,2018,2.01
Rejang Lebong,2019,1.47
Rejang Lebong,2020,1.79
Rejang Lebong,2021,2.04
Rejang Lebong,2022,2.76
Rejang Lebong,2023,2.81
Rejang Lebong,2024,1.99
Rembang,2018,2.86
Rembang,2019,2.32
Rembang,2020,2.44
Rembang,2021,2.77
Rembang,2022,2.41
Rembang,2023,2.52
Rembang,2024,2.76
Rokan Hilir,2018,0.89
Rokan Hilir,2019,0.86
Rokan Hilir,2020,1.1
Rokan Hilir,2021,0.79
Rokan Hilir,2022,1.34
Rokan Hilir,2023,1.22
Rokan Hilir,2024,0.85
Rokan Hulu,2018,1.88
Rokan Hulu,2019,1.87
Rokan Hulu,2020,2.04
Rokan Hulu,2021,1.51
Rokan Hulu,2022,1.51
Rokan Hulu,2023,1.54
Rokan Hulu,2024,0.96
Rote Ndao,2018,4.73
Rote Ndao,2019,5.08
Rote Ndao,2020,5.36
Rote Ndao,2021,5.82
Rote Ndao,2022,5.31
Rote Ndao,2023,4.97
Rote Ndao,2024,5.23
Sabu Raijua,2018,6.6
Sabu Raijua,2019,6.2
Sabu Raijua,2020,5.88
Sabu Raijua,2021,8.12
Sabu Raijua,2022,4.61
Sabu Raijua,2023,5.16
Sabu Raijua,2024,5.52
Sambas,2018,1.02
Sambas,2019,1.28
Sambas,2020,0.83
Sambas,2021,0.76
Sambas,2022,0.85
Sambas,2023,1.1
Sambas,2024,0.85
Samosir,2018,1.7
Samosir,2019,1.63
Samosir,2020,1.84
Samosir,2021,2.2
Samosir,2022,1.63
Samosir,2023,1.87
Samosir,2024,0.98
Sampang,2018,3.06
Sampang,2019,3.2
Sampang,2020,2.93
Sampang,2021,3.66
Sampang,2022,2.88
Sampang,2023,2.84
Sampang,2024,2.86
Sanggau,2018,0.51
Sanggau,2019,0.48
Sanggau,2020,0.82
Sanggau,2021,0.62
Sanggau,2022,0.85
Sanggau,2023,0.55
Sanggau,2024,0.45
Sarmi,2018,1.72
Sarmi,2019,3.01
Sarmi,2020,1.56
Sarmi,2021,2.33
Sarmi,2022,1.85
Sarmi,2023,2.04
Sarmi,2024,1.87
Sarolangun,2018,1.49
Sarolangun,2019,1.17
Sarolangun,2020,1.08
Sarolangun,2021,1.13
Sarolangun,2022,1.32
Sarolangun,2023,1.49
Sarolangun,2024,1.09
Sekadau,2018,0.53
Sekadau,2019,0.5
Sekadau,2020,0.58
Sekadau,2021,0.78
Sekadau,2022,0.72
Sekadau,2023,0.91
Sekadau,2024,0.55
Seluma,2018,3.22
Seluma,2019,2.71
Seluma,2020,2.87
Seluma,2021,2.7
Seluma,2022,3.02
Seluma,2023,4.04
Seluma,2024,2.43
Semarang,2018,1.51
Semarang,2019,0.63
Semarang,2020,0.96
Semarang,2021,0.95
Semarang,2022,1.03
Semarang,2023,0.82
Semarang,2024,0.91
Seram Bagian Barat,2018,4.15
Seram Bagian Barat,2019,4.86
Seram Bagian Barat,2020,4.46
Seram Bagian Barat,2021,4.34
Seram Bagian Barat,2022,5.09
Seram Bagian Barat,2023,4.56
Seram Bagian Barat,2024,3.38
Seram Bagian Timur,2018,3.92
Seram Bagian Timur,2019,4.35
Seram Bagian Timur,2020,4.44
Seram Bagian Timur,2021,3.79
Seram Bagian Timur,2022,3.14
Seram Bagian Timur,2023,3.29
Seram Bagian Timur,2024,3.22
Serang,2018,0.8
Serang,2019,0.65
Serang,2020,0.4
Serang,2021,0.61
Serang,2022,0.56
Serang,2023,0.67
Serang,2024,0.79
Serdang Bedagai,2018,1.1
Serdang Bedagai,2019,1.32
Serdang Bedagai,2020,0.98
Serdang Bedagai,2021,0.87
Serdang Bedagai,2022,1.11
Serdang Bedagai,2023,0.89
Serdang Bedagai,2024,1.11
Seruyan,2018,1.09
Seruyan,2019,1.26
Seruyan,2020,0.87
Seruyan,2021,1.12
Seruyan,2022,1.25
Seruyan,2023,0.6
Seruyan,2024,0.92
Siak,2018,0.65
Siak,2019,0.64
Siak,2020,1.27
Siak,2021,0.61
Siak,2022,0.77
Siak,2023,0.66
Siak,2024,0.56
Siau Tagulandang Biaro,2018,1.51
Siau Tagulandang Biaro,2019,1.52
Siau Tagulandang Biaro,2020,0.83
Siau Tagulandang Biaro,2021,0.97
Siau Tagulandang Biaro,2022,0.58
Siau Tagulandang Biaro,2023,0.95
Siau Tagulandang Biaro,2024,1.06
Sidenreng Rappang,2018,0.94
Sidenreng Rappang,2019,0.6
Sidenreng Rappang,2020,0.82
Sidenreng Rappang,2021,0.64
Sidenreng Rappang,2022,0.86
Sidenreng Rappang,2023,0.54
Sidenreng Rappang,2024,0.51
Sidoarjo,2018,1.03
Sidoarjo,2019,1.22
Sidoarjo,2020,0.96
Sidoarjo,2021,0.95
Sidoarjo,2022,0.84
Sidoarjo,2023,0.72
Sidoarjo,2024,0.64
Sigi,2018,1.66
Sigi,2019,2.17
Sigi,2020,1.96
Sigi,2021,1.7
Sigi,2022,2.01
Sigi,2023,2.4
Sigi,2024,2.52
Sijunjung,2018,0.88
Sijunjung,2019,0.94
Sijunjung,2020,0.97
Sijunjung,2021,0.86
Sijunjung,2022,0.96
Sijunjung,2023,0.85
Sijunjung,2024,0.71
Sikka,2018,1.61
Sikka,2019,2.11
Sikka,2020,1.89
Sikka,2021,1.26
Sikka,2022,1.8
Sikka,2023,1.58
Sikka,2024,1.57
Simalungun,2018,1.59
Simalungun,2019,0.99
Simalungun,2020,1.47
Simalungun,2021,1.12
Simalungun,2022,1.69
Simalungun,2023,1.0
Simalungun,2024,0.75
Simeulue,2018,3.11
Simeulue,2019,3.05
Simeulue,2020,2.21
Simeulue,2021,2.37
Simeulue,2022,2.73
Simeulue,2023,3.26
Simeulue,2024,2.62
Sinjai,2018,1.18
Sinjai,2019,1.08
Sinjai,2020,1.34
Sinjai,2021,1.45
Sinjai,2022,1.19
Sinjai,2023,0.98
Sinjai,2024,1.16
Sintang,2018,2.16
Sintang,2019,1.32
Sintang,2020,1.03
Sintang,2021,1.47
Sintang,2022,1.56
Sintang,2023,1.16
Sintang,2024,0.94
Situbondo,2018,1.49
Situbondo,2019,1.49
Situbondo,2020,1.91
Situbondo,2021,2.08
Situbondo,2022,1.34
Situbondo,2023,1.59
Situbondo,2024,1.19
Sleman,2018,0.98
Sleman,2019,1.13
Sleman,2020,1.37
Sleman,2021,1.26
Sleman,2022,1.18
Sleman,2023,1.34
Sleman,2024,1.21
Solok,2018,1.4
Solok,2019,0.71
Solok,2020,1.16
Solok,2021,0.91
Solok,2022,1.03
Solok,2023,0.93
Solok,2024,1.09
Solok Selatan,2018,1.03
Solok Selatan,2019,0.84
Solok Selatan,2020,0.79
Solok Selatan,2021,1.28
Solok Selatan,2022,1.12
Solok Selatan,2023,1.1
Solok Selatan,2024,0.94
Soppeng,2018,1.39
Soppeng,2019,0.69
Soppeng,2020,0.83
Soppeng,2021,1.24
Soppeng,2022,0.91
Soppeng,2023,1.44
Soppeng,2024,0.79
Sorong,2018,9.23
Sorong,2019,8.24
Sorong,2020,5.97
Sorong,2021,7.76
Sorong,2022,6.25
Sorong,2023,7.2
Sorong,2024,6.81
Sorong Selatan,2018,2.25
Sorong Selatan,2019,3.63
Sorong Selatan,2020,3.12
Sorong Selatan,2021,4.89
Sorong Selatan,2022,4.52
Sorong Selatan,2023,3.43
Sorong Selatan,2024,3.85
Sragen,2018,2.31
Sragen,2019,2.31
Sragen,2020,2.18
Sragen,2021,2.39
Sragen,2022,2.07
Sragen,2023,2.15
Sragen,2024,2.42
Subang,2018,1.7
Subang,2019,1.39
Subang,2020,1.29
Subang,2021,1.93
Subang,2022,1.55
Subang,2023,1.9
Subang,2024,1.63
Sukabumi,2018,0.86
Sukabumi,2019,0.66
Sukabumi,2020,0.8
Sukabumi,2021,1.04
Sukabumi,2022,0.93
Sukabumi,2023,1.01
Sukabumi,2024,0.88
Sukamara,2018,0.43
Sukamara,2019,0.51
Sukamara,2020,0.3
Sukamara,2021,0.79
Sukamara,2022,0.53
Sukamara,2023,0.29
Sukamara,2024,0.27
Sukoharjo,2018,0.97
Sukoharjo,2019,0.87
Sukoharjo,2020,0.97
Sukoharjo,2021,0.91
Sukoharjo,2022,0.87
Sukoharjo,2023,1.17
Sukoharjo,2024,1.21
Sumba Barat,2018,4.33
Sumba Barat,2019,5.11
Sumba Barat,2020,5.56
Sumba Barat,2021,6.77
Sumba Barat,2022,5.53
Sumba Barat,2023,6.92
Sumba Barat,2024,5.25
Sumba Barat Daya,2018,5.35
Sumba Barat Daya,2019,4.35
Sumba Barat Daya,2020,4.5
Sumba Barat Daya,2021,4.6
Sumba Barat Daya,2022,3.99
Sumba Barat Daya,2023,5.86
Sumba Barat Daya,2024,3.84
Sumba Tengah,2018,6.51
Sumba Tengah,2019,7.57
Sumba Tengah,2020,6.57
Sumba Tengah,2021,8.65
Sumba Tengah,2022,8.08
Sumba Tengah,2023,8.16
Sumba Tengah,2024,7.59
Sumba Timur,2018,6.81
Sumba Timur,2019,8.57
Sumba Timur,2020,6.2
Sumba Timur,2021,7.98
Sumba Timur,2022,5.54
Sumba Timur,2023,7.72
Sumba Timur,2024,6.44
Sumbawa,2018,3.05
Sumbawa,2019,2.56
Sumbawa,2020,2.22
Sumbawa,2021,1.78
Sumbawa,2022,2.52
Sumbawa,2023,2.27
Sumbawa,2024,1.98
Sumbawa Barat,2018,2.04
Sumbawa Barat,2019,2.83
Sumbawa Barat,2020,2.81
Sumbawa Barat,2021,2.68
Sumbawa Barat,2022,2.64
Sumbawa Barat,2023,2.03
Sumbawa Barat,2024,2.33
Sumedang,2018,1.72
Sumedang,2019,1.05
Sumedang,2020,1.72
Sumedang,2021,1.72
Sumedang,2022,1.98
Sumedang,2023,1.64
Sumedang,2024,1.6
Sumenep,2018,3.57
Sumenep,2019,3.03
Sumenep,2020,4.33
Sumenep,2021,4.73
Sumenep,2022,3.72
Sumenep,2023,4.51
Sumenep,2024,4.19
Supiori,2018,6.6
Supiori,2019,7.35
Supiori,2020,10.52
Supiori,2021,8.45
Supiori,2022,11.93
Supiori,2023,11.01
Supiori,2024,12.81
Tabalong,2018,1.17
Tabalong,2019,1.04
Tabalong,2020,0.72
Tabalong,2021,1.08
Tabalong,2022,0.7
Tabalong,2023,0.46
Tabalong,2024,0.95
Tabanan,2018,0.5
Tabanan,2019,0.26
Tabanan,2020,0.58
Tabanan,2021,0.82
Tabanan,2022,0.67
Tabanan,2023,0.52
Tabanan,2024,0.75
Takalar,2018,1.61
Takalar,2019,1.08
Takalar,2020,1.09
Takalar,2021,1.03
Takalar,2022,0.88
Takalar,2023,0.81
Takalar,2024,1.22
Tambrauw,2018,7.97
Tambrauw,2019,5.28
Tambrauw,2020,8.99
Tambrauw,2021,6.79
Tambrauw,2022,5.89
Tambrauw,2023,5.07
Tambrauw,2024,4.55
Tana Tidung,2018,0.23
Tana Tidung,2019,0.32
Tana Tidung,2020,0.33
Tana Tidung,2021,0.89
Tana Tidung,2022,0.41
Tana Tidung,2023,0.14
Tana Tidung,2024,0.48
Tana Toraja,2018,2.27
Tana Toraja,2019,3.1
Tana Toraja,2020,2.32
Tana Toraja,2021,1.66
Tana Toraja,2022,1.3
Tana Toraja,2023,1.8
Tana Toraja,2024,1.26
Tanah Bumbu,2018,0.63
Tanah Bumbu,2019,0.79
Tanah Bumbu,2020,0.69
Tanah Bumbu,2021,0.65
Tanah Bumbu,2022,0.36
Tanah Bumbu,2023,0.42
Tanah Bumbu,2024,0.54
Tanah Datar,2018,0.87
Tanah Datar,2019,0.42
Tanah Datar,2020,0.42
Tanah Datar,2021,0.64
Tanah Datar,2022,0.62
Tanah Datar,2023,0.4
Tanah Datar,2024,0.44
Tanah Laut,2018,0.55
Tanah Laut,2019,0.58
Tanah Laut,2020,0.58
Tanah Laut,2021,0.68
Tanah Laut,2022,0.37
Tanah Laut,2023,0.3
Tanah Laut,2024,0.76
Tangerang,2018,0.82
Tangerang,2019,0.69
Tangerang,2020,0.95
Tangerang,2021,1.21
Tangerang,2022,1.06
Tangerang,2023,1.31
Tangerang,2024,1.2
Tanggamus,2018,2.36
Tanggamus,2019,1.24
Tanggamus,2020,1.36
Tanggamus,2021,1.26
Tanggamus,2022,1.42
Tanggamus,2023,1.21
Tanggamus,2024,1.42
Tanjung Jabung Barat,2018,1.7
Tanjung Jabung Barat,2019,1.68
Tanjung Jabung Barat,2020,1.58
Tanjung Jabung Barat,2021,1.96
Tanjung Jabung Barat,2022,1.61
Tanjung Jabung Barat,2023,1.47
Tanjung Jabung Barat,2024,1.17
Tanjung Jabung Timur,2018,2.19
Tanjung Jabung Timur,2019,1.75
Tanjung Jabung Timur,2020,1.45
Tanjung Jabung Timur,2021,2.07
Tanjung Jabung Timur,2022,1.37
Tanjung Jabung Timur,2023,1.7
Tanjung Jabung Timur,2024,2.32
Tapanuli Selatan,2018,1.29
Tapanuli Selatan,2019,0.87
Tapanuli Selatan,2020,0.87
Tapanuli Selatan,2021,1.53
Tapanuli Selatan,2022,0.91
Tapanuli Selatan,2023,0.92
Tapanuli Selatan,2024,0.57
Tapanuli Tengah,2018,1.56
Tapanuli Tengah,2019,1.64
Tapanuli Tengah,2020,1.84
Tapanuli Tengah,2021,2.04
Tapanuli Tengah,2022,1.94
Tapanuli Tengah,2023,1.58
Tapanuli Tengah,2024,1.33
Tapanuli Utara,2018,1.08
Tapanuli Utara,2019,1.6
Tapanuli Utara,2020,1.18
Tapanuli Utara,2021,1.21
Tapanuli Utara,2022,1.22
Tapanuli Utara,2023,0.94
Tapanuli Utara,2024,1.27
Tapin,2018,0.35
Tapin,2019,0.46
Tapin,2020,0.45
Tapin,2021,0.28
Tapin,2022,0.33
Tapin,2023,0.31
Tapin,2024,0.23
Tasikmalaya,2018,1.19
Tasikmalaya,2019,0.84
Tasikmalaya,2020,0.83
Tasikmalaya,2021,1.57
Tasikmalaya,2022,1.42
Tasikmalaya,2023,1.61
Tasikmalaya,2024,1.01
Tebo,2018,0.95
Tebo,2019,1.07
Tebo,2020,0.7
Tebo,2021,0.99
Tebo,2022,0.74
Tebo,2023,0.93
Tebo,2024,0.73
Tegal,2018,1.41
Tegal,2019,0.64
Tegal,2020,1.08
Tegal,2021,1.0
Tegal,2022,0.95
Tegal,2023,0.88
Tegal,2024,0.97
Teluk Bintuni,2018,10.04
Teluk Bintuni,2019,10.68
Teluk Bintuni,2020,8.31
Teluk Bintuni,2021,9.15
Teluk Bintuni,2022,9.96
Teluk Bintuni,2023,7.44
Teluk Bintuni,2024,6.5
Teluk Wondama,2018,6.88
Teluk Wondama,2019,8.76
Teluk Wondama,2020,10.04
Teluk Wondama,2021,6.48
Teluk Wondama,2022,5.5
Teluk Wondama,2023,6.44
Teluk Wondama,2024,4.68
Temanggung,2018,1.36
Temanggung,2019,0.51
Temanggung,2020,0.86
Temanggung,2021,1.57
Temanggung,2022,1.06
Temanggung,2023,0.99
Temanggung,2024,0.97
Timor Tengah Selatan,2018,6.26
Timor Tengah Selatan,2019,6.68
Timor Tengah Selatan,2020,5.86
Timor Tengah Selatan,2021,5.08
Timor Tengah Selatan,2022,6.16
Timor Tengah Selatan,2023,5.78
Timor Tengah Selatan,2024,4.51
Timor Tengah Utara,2018,3.92
Timor Tengah Utara,2019,4.05
Timor Tengah Utara,2020,3.75
Timor Tengah Utara,2021,3.77
Timor Tengah Utara,2022,2.68
Timor Tengah Utara,2023,3.71
Timor Tengah Utara,2024,3.9
Toba Samosir,2018,1.25
Toba Samosir,2019,1.21
Toba Samosir,2020,1.0
Toba Samosir,2021,1.34
Toba Samosir,2022,1.23
Toba Samosir,2023,1.02
Toba Samosir,2024,0.89
Tojo Una-Una,2018,3.65
Tojo Una-Una,2019,1.76
Tojo Una-Una,2020,3.27
Tojo Una-Una,2021,3.25
Tojo Una-Una,2022,2.8
Tojo Una-Una,2023,2.42
Tojo Una-Una,2024,2.04
Toli-Toli,2018,2.58
Toli-Toli,2019,1.89
Toli-Toli,2020,2.33
Toli-Toli,2021,1.66
Toli-Toli,2022,1.53
Toli-Toli,2023,1.59
Toli-Toli,2024,1.73
Tolikara,2018,6.15
Tolikara,2019,5.95
Tolikara,2020,6.7
Tolikara,2021,3.34
Tolikara,2022,6.0
Tolikara,2023,5.23
Tolikara,2024,2.79
Toraja Utara,2018,1.59
Toraja Utara,2019,1.99
Toraja Utara,2020,1.75
Toraja Utara,2021,1.83
Toraja Utara,2022,1.7
Toraja Utara,2023,2.47
Toraja Utara,2024,1.21
Trenggalek,2018,1.85
Trenggalek,2019,1.37
Trenggalek,2020,1.48
Trenggalek,2021,1.46
Trenggalek,2022,1.38
Trenggalek,2023,1.26
Trenggalek,2024,1.43
Tuban,2018,2.55
Tuban,2019,2.84
Tuban,2020,2.27
Tuban,2021,3.26
Tuban,2022,2.89
Tuban,2023,1.95
Tuban,2024,1.95
Tulang Bawang Barat,2018,1.08
Tulang Bawang Barat,2019,0.77
Tulang Bawang Barat,2020,0.92
Tulang Bawang Barat,2021,0.68
Tulang Bawang Barat,2022,0.88
Tulang Bawang Barat,2023,1.04
Tulang Bawang Barat,2024,0.87
Tulangbawang,2018,1.28
Tulangbawang,2019,1.43
Tulangbawang,2020,1.24
Tulangbawang,2021,1.15
Tulangbawang,2022,1.17
Tulangbawang,2023,1.09
Tulangbawang,2024,0.82
Tulungagung,2018,0.98
Tulungagung,2019,0.84
Tulungagung,2020,0.72
Tulungagung,2021,0.94
Tulungagung,2022,0.66
Tulungagung,2023,0.94
Tulungagung,2024,0.6
Wajo,2018,1.24
Wajo,2019,1.06
Wajo,2020,0.98
Wajo,2021,0.79
Wajo,2022,0.86
Wajo,2023,1.34
Wajo,2024,1.02
Wakatobi,2018,2.9
Wakatobi,2019,2.19
Wakatobi,2020,2.73
Wakatobi,2021,2.37
Wakatobi,2022,2.18
Wakatobi,2023,3.64
Wakatobi,2024,2.87
Waropen,2018,9.96
Waropen,2019,6.25
Waropen,2020,9.9
Waropen,2021,4.72
Waropen,2022,6.95
Waropen,2023,7.16
Waropen,2024,6.16
Way Kanan,2018,2.05
Way Kanan,2019,2.04
Way Kanan,2020,1.9
Way Kanan,2021,2.12
Way Kanan,2022,2.15
Way Kanan,2023,1.85
Way Kanan,2024,1.57
Wonogiri,2018,1.71
Wonogiri,2019,0.82
Wonogiri,2020,1.08
Wonogiri,2021,1.58
Wonogiri,2022,1.33
Wonogiri,2023,1.32
Wonogiri,2024,1.53
Wonosobo,2018,3.25
Wonosobo,2019,2.44
Wonosobo,2020,2.43
Wonosobo,2021,2.75
Wonosobo,2022,3.18
Wonosobo,2023,2.6
Wonosobo,2024,2.41
Yahukimo,2018,8.05
Yahukimo,2019,9.3
Yahukimo,2020,7.41
Yahukimo,2021,7.38
Yahukimo,2022,7.27
Yahukimo,2023,5.03
Yahukimo,2024,4.67
Yalimo,2018,6.98
Yalimo,2019,12.23
Yalimo,2020,11.47
Yalimo,2021,13.86
Yalimo,2022,9.68
Yalimo,2023,11.89
Yalimo,2024,9.19
